system:index,B1,B2,B3,B4,B5,B6,B7,aspect,class,class_name,dry_ndvi_mean,elevation,evi_EVI_max,evi_EVI_mean,evi_EVI_median,evi_EVI_min,evi_EVI_p10,evi_EVI_p25,evi_EVI_p75,evi_EVI_p90,evi_EVI_stdDev,latitude,longitude,mndwi_MNDWI_max,mndwi_MNDWI_mean,mndwi_MNDWI_median,mndwi_MNDWI_min,mndwi_MNDWI_p10,mndwi_MNDWI_p25,mndwi_MNDWI_p75,mndwi_MNDWI_p90,mndwi_MNDWI_stdDev,msavi_MSAVI_max,msavi_MSAVI_mean,msavi_MSAVI_median,msavi_MSAVI_min,msavi_MSAVI_p10,msavi_MSAVI_p25,msavi_MSAVI_p75,msavi_MSAVI_p90,msavi_MSAVI_stdDev,ndvi_NDVI_max,ndvi_NDVI_mean,ndvi_NDVI_median,ndvi_NDVI_min,ndvi_NDVI_p10,ndvi_NDVI_p25,ndvi_NDVI_p75,ndvi_NDVI_p90,ndvi_NDVI_stdDev,ndvi_amplitude,ndvi_iqr,ndvi_ratio,seasonal_difference,slope,wet_ndvi_mean,year_id,.geo
0000000000000000040f_0,0.09885000000000001,0.11275,0.1622,0.20525000000000002,0.2294,0.26070000000000004,0.24100000000000002,180.0,2,Bare Soil / Rocky,0.056203507,238,0.07103436970657338,0.0381873439613609,0.03606726127289353,0.022766405203749774,0.03231692231568531,0.03290644107996662,0.03905388385925157,0.04394344669468855,0.011046598001668262,-18.050882066390283,-70.55705109706267,-0.20944881,-0.23233935,-0.22826129,-0.26684904,-0.24908946,-0.23877493,-0.22553577,-0.21689895,0.014385589972850074,0.0633268592282572,0.03440228607149384,0.03276579586476447,0.020165483785662963,0.028464196001632414,0.02943216203968224,0.03553421805578377,0.03982763390553612,0.009883928404599077,0.07955936,0.05978316,0.056010727,0.04757569,0.049411766,0.05190406,0.06622094,0.078252956,0.01030091358544091,0.031983674,0.014316879,1.381822148010023,0.009760492,0.92740995,0.065964,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.55705109706267,-18.050882066390283]}"
00000000000000000410_0,0.15915,0.18435,0.23095000000000002,0.26665,0.3036,0.3024,0.20835,-0.0,2,Bare Soil / Rocky,0.06424867,3694,0.08175758400217649,0.06984603172474682,0.0693871743332578,0.05428003101716059,0.060397951988226985,0.06681326116373483,0.07457132224544133,0.08019106668353788,0.0068484554320914146,-18.704406435587238,-67.29967004531687,-0.02673108,-0.1423248,-0.1487339,-0.18337995,-0.17988525,-0.16087213,-0.12654088,-0.10714286,0.033943005658937736,0.07466098762814799,0.0556639786621856,0.05480916790579787,0.04408045646985903,0.047719180922665805,0.05186676937484669,0.05846873769834671,0.061822752295703776,0.006021380594928464,0.13268778,0.073521696,0.0692373,0.054507878,0.056080353,0.059665263,0.086142324,0.09186906,0.0174884797368353,0.078179896,0.026477061,2.0569236201475585,0.03167738,0.0,0.095926054,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.29967004531687,-18.704406435587238]}"
00000000000000000411_0,0.1115,0.1285,0.1842,0.23320000000000002,0.2908,0.2989,0.2609,207.72421,2,Bare Soil / Rocky,0.11692279,337,0.09520226864980606,0.0808925862388715,0.08161397916113228,0.06697007229887372,0.06988599759110393,0.07392341141815116,0.08738578524560005,0.09264656256710743,0.008557805965876237,-17.939580802687875,-70.54061192736329,-0.207767,-0.23267043,-0.23236196,-0.25723603,-0.25184864,-0.24521072,-0.22533749,-0.20987654,0.014467136456625045,0.08637040445911892,0.07399374654560792,0.07409429929379419,0.06116677707220597,0.06370356170844849,0.06824124664987863,0.07933965201258253,0.085528317369855,0.007668852284025799,0.13084923,0.10715172,0.10978757,0.086899646,0.08921389,0.094011016,0.11664013,0.12412892,0.013464716720140258,0.04394958,0.022629112,1.3503581614067512,-0.012607962,4.183665,0.10431483,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.54061192736329,-17.939580802687875]}"
00000000000000000412_0,0.10210000000000001,0.1182,0.16970000000000002,0.2134,0.2371,0.2695,0.2467,237.61691,2,Bare Soil / Rocky,0.051142238,373,0.06394199077125905,0.0358091629042304,0.035329231893768694,0.004579375848032578,0.03191946473512985,0.03401465246567754,0.0382171332653918,0.041466871739195985,0.00994534955316034,-17.953325026534905,-70.49749279372554,-0.046511628,-0.21685061,-0.22649375,-0.26544622,-0.2589817,-0.23490874,-0.22158979,-0.17318805,0.045056674905377604,0.06285879725555077,0.0326897048942068,0.03212688763839766,0.00414410465374937,0.02873594876132035,0.03096462421329582,0.03477510911654624,0.038167066641435765,0.009792674226155656,0.08699551,0.051024303,0.05088596,0.008866995,0.04565408,0.049668115,0.05218743,0.060881115,0.013084447393321498,0.07812852,0.002519317,4.610989397045215,-6.769784E-4,3.4593077,0.05046526,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.49749279372554,-17.953325026534905]}"
00000000000000000413_0,0.1173,0.12840000000000001,0.2003,0.2477,0.28200000000000003,0.4,0.2513,167.3425,2,Bare Soil / Rocky,0.049284462,4342,0.05413690308791271,0.04346589304936477,0.04714285714285718,0.031118809265185093,0.03171848775353453,0.034950010026642185,0.04970275801578794,0.05002239808869645,0.007525005116802381,-17.415144339818898,-69.97090037417469,-0.31596178,-0.33823258,-0.34006375,-0.35230353,-0.34929428,-0.34413657,-0.332667,-0.3262494,0.009286454442850846,0.05059790647388718,0.04167983605210993,0.045115902277003794,0.02905005068158162,0.030175411385964912,0.033178742662683836,0.04805818386991678,0.0487352327480749,0.007463712577172393,0.072110884,0.056787252,0.05677347,0.045357294,0.045894217,0.05087573,0.059196312,0.07113317,0.008143407150095875,0.02675359,0.008320581,1.3026446595404662,0.016131487,24.917097,0.06541595,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.97090037417469,-17.415144339818898]}"
00000000000000000414_0,0.0814,0.0922,0.1328,0.1683,0.1888,0.19940000000000002,0.1814,67.81283,2,Bare Soil / Rocky,0.060279787,321,0.037762374942784296,0.03271903692900816,0.032602452785567095,0.025277522449268203,0.027493655310313017,0.030903746137031726,0.034541432703760394,0.03759641139832835,0.003301729476874697,-17.897809141976317,-70.62685019463876,-0.14162473,-0.20241806,-0.20048164,-0.23387097,-0.23081967,-0.22918054,-0.19391917,-0.17061856,0.024447811069505863,0.03411391470505909,0.029053580796628415,0.029090144935369322,0.022268392233796286,0.024042554745115297,0.026959483558828157,0.030972808829004328,0.03252195835630489,0.003046018798285272,0.072183095,0.057474073,0.056875,0.04892234,0.05076142,0.051497635,0.063141525,0.07175113,0.007020911612286172,0.023260754,0.01164389,1.2250547637009361,-0.0025942884,7.3279643,0.0576855,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.62685019463876,-17.897809141976317]}"
00000000000000000415_0,0.06425,0.07980000000000001,0.1328,0.20435,0.23420000000000002,0.265,0.24535,180.0,2,Bare Soil / Rocky,0.06705175,681,0.04754984447503948,0.039866034649444174,0.03972757479311101,0.03426986156063861,0.03583411622600993,0.038367445491928755,0.04121432483242338,0.043506026981719494,0.002715583678784448,-17.758210946824143,-70.72791066410221,-0.2560074,-0.32952204,-0.33308366,-0.35772356,-0.34838888,-0.34115797,-0.32713932,-0.30550575,0.019643978123477897,0.04995150502408385,0.04156275338590249,0.04131281061230474,0.03574324204734769,0.03748107724774408,0.040323250249351794,0.04273921466802305,0.045267908410654645,0.002756217385583888,0.07595256,0.067408524,0.06734025,0.059810672,0.061804403,0.064691395,0.06992209,0.07291891,0.004084776324966865,0.016141888,0.005230695,1.0879792097994763,0.001700215,1.8543341,0.06875197,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72791066410221,-17.758210946824143]}"
00000000000000000416_0,0.0671,0.081,0.128,0.1957,0.22440000000000002,0.2564,0.2401,295.46634,2,Bare Soil / Rocky,0.06733849,776,0.05153264138131728,0.03971418515073845,0.03956803702539782,0.027145732934789255,0.03574370440103556,0.037298837729101475,0.042095934418965336,0.043595368339210815,0.003954902760825893,-17.7285665424482,-70.71982582654513,-0.24487147,-0.33414206,-0.34205517,-0.3645468,-0.35423023,-0.3483376,-0.33147165,-0.2890566,0.0258753520799581,0.059621026497374,0.04043581830362413,0.03987168993543588,0.026873471030810725,0.03609684778527722,0.03784675370369117,0.042869027669946824,0.04451604238972018,0.004774936328135074,0.076958,0.06787049,0.068105884,0.053325344,0.062380742,0.06510775,0.07046824,0.074116305,0.004547588664805337,0.023632657,0.0053604916,1.2152796328959274,0.0013229474,2.1560333,0.06866144,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71982582654513,-17.7285665424482]}"
00000000000000000417_0,0.052000000000000005,0.0653,0.1024,0.125,0.1375,0.1512,0.1416,212.2118,2,Bare Soil / Rocky,0.04724445,1812,0.04531765796027103,0.02355125273254828,0.022490104354084224,0.003151733453399366,0.008655011251514634,0.014243837991825254,0.034454386506222325,0.03792224346717653,0.011789306615916956,-17.75901943057985,-70.19161643948286,-0.15076923,-0.20840196,-0.2059718,-0.27731094,-0.22483468,-0.21530111,-0.19897084,-0.19242902,0.020136917406328794,0.04224726468043205,0.02095009773557911,0.019919033648218676,0.002550440518756525,0.007251973267537015,0.012035960949400626,0.03061723525119342,0.0346214173820627,0.011036415066394585,0.0635275,0.051465336,0.05336833,0.014141414,0.037593983,0.046857145,0.059554256,0.061797753,0.010985639948717861,0.049386088,0.012697112,2.6314739183015714,0.0118840635,25.562485,0.05912851,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.19161643948286,-17.75901943057985]}"
00000000000000000418_0,0.06805,0.0792,0.1293,0.21095000000000003,0.2514,0.2857,0.26385000000000003,270.0,2,Bare Soil / Rocky,0.083557285,597,0.06588561662497214,0.05004336226495572,0.049895656863821095,0.027697016067329775,0.04571980956048234,0.046955787898168365,0.053230136606713226,0.05514206519836594,0.005520537055934227,-17.78327394325108,-70.69907474348197,-0.23693843,-0.3736558,-0.3805144,-0.41842264,-0.40266165,-0.39543912,-0.36741242,-0.33521414,0.03318422311735345,0.0703591633150471,0.05317169320538915,0.05319396939296733,0.027917394626870262,0.04801052461376626,0.04979220723876848,0.05649949444952096,0.05927602770582879,0.006185215275413025,0.10049112,0.08377556,0.08349935,0.059053835,0.0770461,0.079359114,0.0889031,0.09193789,0.007443007746694638,0.041437287,0.009543985,1.4552576565602289,4.7493726E-4,7.744739,0.08403222,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.69907474348197,-17.78327394325108]}"
00000000000000000419_0,0.11900000000000001,0.14100000000000001,0.20470000000000002,0.2715,0.31010000000000004,0.3386,0.30460000000000004,180.0,2,Bare Soil / Rocky,0.06687648,867,0.05575070519985097,0.05169862959291856,0.05126873017609097,0.04696125010298521,0.0492043267275734,0.050210859251449684,0.05305358813310164,0.05478761508052321,0.0020644250858641937,-17.83016600108212,-70.34657582599347,-0.23503809,-0.25015596,-0.24981923,-0.26636344,-0.26134405,-0.25819284,-0.24088378,-0.23847842,0.00885492742670401,0.052969915569047066,0.04930320073651312,0.04896504400492385,0.04482981829110766,0.04706703836939774,0.048155408005122635,0.05041973260914179,0.05223329918181763,0.0018795992438703903,0.07064576,0.06743746,0.06732169,0.06375839,0.06493062,0.065758094,0.06935123,0.070433006,0.0019184203611642332,0.006887369,0.0035931394,0.9577996317474109,0.002112858,6.464861,0.06898934,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.34657582599347,-17.83016600108212]}"
0000000000000000041a_0,0.0651,0.08,0.115,0.1449,0.1602,0.16060000000000002,0.1342,133.6195,2,Bare Soil / Rocky,0.046076864,4782,0.03462692283142912,0.02643953549084319,0.02469052289792329,0.022501789915106863,0.022530389828140273,0.02290889717634522,0.030384094587007488,0.03199730549006403,0.0038503548035565337,-17.64798766146268,-69.76743196232161,-0.13491604,-0.1587708,-0.15763748,-0.17397662,-0.17261904,-0.16606237,-0.15522876,-0.15032184,0.009428333350543609,0.03126496994922201,0.023495630602746318,0.021997855067106498,0.01984686939286051,0.020000000000000018,0.020248773826862965,0.027274288258376855,0.028540101003906804,0.0035606564874157013,0.057560977,0.048645146,0.047962494,0.041535556,0.042033236,0.043608125,0.054563742,0.055718474,0.0050796317170992596,0.01602542,0.010955617,1.116917730378631,0.010197863,2.6869297,0.056274727,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.76743196232161,-17.64798766146268]}"
0000000000000000041b_0,0.1669,0.1855,0.24015000000000003,0.2973,0.3418,0.37225,0.32665,-0.0,2,Bare Soil / Rocky,0.07135288,3694,0.07557032870251991,0.06015095588609776,0.06493542732357105,0.034136899524898824,0.042425496688741696,0.04964555705476338,0.06869844897688177,0.07097016651248848,0.011529654424830468,-18.64377015390917,-67.2840393593732,-0.11766139,-0.1944275,-0.19703814,-0.24127465,-0.23928246,-0.21705167,-0.18764824,-0.123775244,0.034008045173247035,0.06611637523856173,0.050795519535410616,0.05454020331667059,0.026935760666967568,0.03687534296126749,0.04259249400558457,0.05826848056000161,0.06108446802395018,0.01007898331693637,0.08550306,0.06910663,0.07003641,0.04330357,0.05174927,0.06634353,0.07398316,0.08152044,0.00972432598119665,0.042199485,0.0076396316,1.6040774381976333,0.0026427582,0.0,0.073995635,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.2840393593732,-18.64377015390917]}"
0000000000000000041c_0,0.1101,0.12190000000000001,0.16970000000000002,0.2162,0.23920000000000002,0.2706,0.2447,103.37499,2,Bare Soil / Rocky,0.04691426,296,0.06702103073723138,0.03784895714327401,0.03726746334852778,0.01573272052324557,0.032059148361762185,0.03477412073330687,0.0407298304677167,0.043897155236303505,0.00951526493668836,-17.994018708905518,-70.53683900316999,-0.15943238,-0.21481277,-0.22682634,-0.23913044,-0.2384779,-0.2299908,-0.20247422,-0.17026266,0.024423562306748352,0.04394278926326001,0.033034785016776376,0.03294210901496575,0.01419222585519142,0.028983158989258184,0.031376425491089543,0.03658668340070026,0.04001600657343629,0.006104051319597999,0.056142908,0.05030456,0.050832793,0.034296725,0.046413504,0.04940512,0.052364204,0.05534047,0.0047676268521392355,0.021846183,0.0029590838,1.2674279567844735,0.0055978745,4.002976,0.052512135,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53683900316999,-17.994018708905518]}"
0000000000000000041d_0,0.0558,0.0694,0.1272,0.1821,0.20220000000000002,0.2424,0.15810000000000002,267.51797,2,Bare Soil / Rocky,0.040356196,4947,0.027477155009053785,0.024561312787341204,0.026537456100974372,0.01966932725199545,0.01966932725199545,0.01966932725199545,0.027477155009053785,0.027477155009053785,0.003480364000885105,-17.51674379845282,-69.87765524768308,-0.27256945,-0.291799,-0.29113925,-0.3116883,-0.3116883,-0.3116883,-0.27256945,-0.27256945,0.01597702317797311,0.03285192307929974,0.02742193076170803,0.029232809120682268,0.02018106008514209,0.02018106008514209,0.02018106008514209,0.03285192307929974,0.03285192307929974,0.0053289869317053465,0.05230289,0.044338427,0.043814,0.036898397,0.036898397,0.036898397,0.05230289,0.05230289,0.006299781309290011,0.015404493,0.015404493,1.1152383231160934,0.011946693,20.495674,0.05230289,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.87765524768308,-17.51674379845282]}"
0000000000000000041e_0,0.1212,0.1494,0.24250000000000002,0.31470000000000004,0.37720000000000004,0.46580000000000005,0.40130000000000005,226.52184,2,Bare Soil / Rocky,0.09014653,3883,0.08312814836567348,0.07286214606547795,0.07203047443149024,0.06431098785502536,0.0680791862427587,0.06953267573748532,0.07542711741185018,0.08053032163024804,0.00487218103663705,-18.514951742166428,-66.87845000859323,-0.27588236,-0.3213577,-0.3182076,-0.34619707,-0.33900708,-0.3362303,-0.31018263,-0.3075442,0.01637977860154081,0.08546539051674995,0.07496429812803565,0.07428042743995844,0.05809620581716912,0.07050508319521798,0.0716671452796509,0.07850096082378077,0.08149865170062587,0.0061054581827959305,0.11148712,0.09191848,0.0915005,0.07310345,0.08476502,0.08624259,0.09504357,0.10024516,0.00860891737467872,0.03838367,0.008800983,1.3415462302672752,0.009331219,9.351673,0.099477746,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.87845000859323,-18.514951742166428]}"
0000000000000000041f_0,0.1799,0.20245000000000002,0.2614,0.31265,0.34415,0.34375,0.2772,180.0,2,Bare Soil / Rocky,0.06343332,3866,0.07993377654758511,0.05935699059669444,0.05548599442067532,0.04307250538406323,0.0480962595522188,0.05177708088331373,0.0687900773700214,0.07430683918669131,0.010361832433358356,-17.26800029628012,-68.5083532600997,-0.080098666,-0.19775501,-0.20711187,-0.35309795,-0.33426088,-0.27699193,-0.11666433,-0.09422594,0.08949504162575125,0.07161978019057902,0.05055160495878985,0.050058369678363634,0.031547772672164354,0.03469740059691084,0.040139628207452094,0.05655152202526481,0.06843060267799528,0.011687155231112304,0.12042581,0.07032821,0.072695725,0.03889216,0.043465093,0.05066012,0.08401305,0.10393803,0.02273381678283021,0.081533656,0.033352934,2.4630904052500555,0.023582652,0.92740995,0.08701597,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.5083532600997,-17.26800029628012]}"
00000000000000000420_0,0.13290000000000002,0.1661,0.2272,0.25930000000000003,0.3103,0.27590000000000003,0.18330000000000002,-0.0,2,Bare Soil / Rocky,0.053907774,3694,0.08544779553891944,0.058988705628869334,0.057356608478803035,0.0479184625526089,0.05037182192744451,0.05513975360974968,0.06012783342119136,0.06567145053818554,0.008487291386734538,-18.723271056553745,-67.19510614624537,-0.026355261,-0.12271288,-0.12876964,-0.17766967,-0.15724638,-0.14495054,-0.10597762,-0.07836352,0.03498176676291211,0.07193282169370507,0.04900322736568217,0.04782727110945939,0.039458405313428924,0.04222437404281998,0.04516918599553488,0.0499079771118589,0.055312437047842056,0.0072564461652699554,0.09860152,0.06595676,0.06910788,0.04119442,0.044769455,0.050257888,0.07957682,0.08252818,0.016610731640477935,0.0574071,0.029318932,1.9260208332962825,0.024422146,0.0,0.07832992,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.19510614624537,-18.723271056553745]}"
00000000000000000421_0,0.11385,0.13485000000000003,0.1937,0.2416,0.2734,0.30655,0.28625,103.36962,2,Bare Soil / Rocky,0.059682805,512,0.060877652828274315,0.04558524409399212,0.04667956848218579,0.011232985331042687,0.04317283769939996,0.04470783946766478,0.04955882352941177,0.05134064154108699,0.009231685076815023,-18.067321236089672,-70.379184670807,-0.032039434,-0.2138617,-0.22331193,-0.23353688,-0.23200879,-0.22830336,-0.21964969,-0.21482499,0.04441913402919232,0.0546006283547551,0.04156564779298993,0.042562440739524754,0.01007312740457944,0.03934231155181278,0.040610098558732655,0.04507999337949298,0.04665702498091673,0.008410760939949934,0.07275177,0.060005225,0.061094504,0.019241653,0.057899904,0.059180576,0.064490125,0.066616625,0.010520588638319797,0.053510115,0.005309548,2.4879498768771993,-1.3210624E-4,4.0045495,0.0595507,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.379184670807,-18.067321236089672]}"
00000000000000000422_0,0.1052,0.1312,0.1985,0.24380000000000002,0.29405000000000003,0.38505,0.303,-0.0,2,Bare Soil / Rocky,0.07164333,3707,0.08782391846470779,0.05905820728126481,0.06070451436388513,0.03489102754902935,0.041167192429022094,0.05139064638586887,0.06533591023163235,0.07510460062370883,0.012264586283212392,-18.250577554050054,-67.02074314959776,0.41482046,-0.23529084,-0.25820708,-0.34434125,-0.32122934,-0.3060723,-0.23486683,-0.15275201,0.14141765573170842,0.0877041079258094,0.055404300631118744,0.05593985219021069,0.0320136838650662,0.03783245980151917,0.0480935843442194,0.060652834769406194,0.07099024811418392,0.01210110842099616,0.12944467,0.0779186,0.07583579,0.054211844,0.057153057,0.06411425,0.08527454,0.1007955,0.017797140909531627,0.07523283,0.02116029,2.015900277581331,0.017219812,2.7802885,0.08886314,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.02074314959776,-18.250577554050054]}"
00000000000000000423_0,0.04575,0.06305,0.0998,0.1254,0.1367,0.12545,0.11255000000000001,209.52359,2,Bare Soil / Rocky,0.046965495,4671,0.03390244647384014,0.024371242504059573,0.022618007082571626,0.017441024165707683,0.01830083761526007,0.020280640210480153,0.028143484067926,0.033640667829553966,0.005303934813073622,-16.96697484457167,-69.48958304494344,-0.102125145,-0.114177376,-0.115467645,-0.12974238,-0.12597343,-0.1185738,-0.107466854,-0.10398445,0.007424023133356478,0.03094885889171528,0.022047240908069095,0.02020974236173456,0.01565852822098468,0.01664053968174617,0.01816342303810148,0.025476356714813075,0.030895455853114262,0.004956896177719886,0.057902098,0.047798596,0.046891253,0.039608,0.040593285,0.044550717,0.049798116,0.05666667,0.0049146734115855465,0.018294096,0.005247399,1.1671927049530775,0.010936603,24.059843,0.057902098,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.48958304494344,-16.96697484457167]}"
00000000000000000424_0,0.084,0.0959,0.1384,0.19740000000000002,0.2263,0.2462,0.22510000000000002,107.600426,2,Bare Soil / Rocky,0.067856535,343,0.07732778307750122,0.04545377797735063,0.04480313325223275,0.027527689617203206,0.040589966992774076,0.04293808652540875,0.046144175547872826,0.05186985894790398,0.00794470985954115,-17.883795423544054,-70.67913214417452,-0.21854305,-0.27948177,-0.28343424,-0.306479,-0.29529476,-0.2935877,-0.27850825,-0.2557807,0.020623353570221926,0.06536195052670035,0.043058965686853024,0.04291902957205784,0.02572493103515172,0.038687389012849294,0.04100333721063332,0.04412994263710046,0.05055012876597509,0.006386060974990032,0.082447216,0.07079446,0.07089898,0.051452786,0.06566416,0.06759443,0.073136754,0.0770829,0.005898208775991205,0.03099443,0.005542323,1.3416351258099535,0.007409692,3.0644073,0.07526623,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.67913214417452,-17.883795423544054]}"
00000000000000000425_0,0.10035,0.11485000000000001,0.16365000000000002,0.21195,0.23885,0.27255,0.25045,321.76035,2,Bare Soil / Rocky,0.055843554,482,0.04805731927535388,0.039857000045285446,0.03930372766827191,0.03563344956261091,0.036083898903663654,0.03738543174143751,0.04143855297782888,0.04572039307662619,0.0032677179074481295,-17.875710585986976,-70.47701120524762,-0.24179883,-0.2504321,-0.2500913,-0.25945428,-0.25797504,-0.25349572,-0.24696356,-0.24457504,0.0045814579860222575,0.04408478336651478,0.036512025187835,0.03592535216638176,0.03243857106375658,0.03292527652294752,0.03442617241537693,0.03799743626732144,0.04201376224504938,0.0030369698237314086,0.064935066,0.05811913,0.057678893,0.052277315,0.05378805,0.055680286,0.05919264,0.06475465,0.0035218107384546483,0.01265775,0.0035123527,1.0426760591799622,0.0066230893,4.712831,0.062466644,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.47701120524762,-17.875710585986976]}"
00000000000000000426_0,0.1009,0.11670000000000001,0.167,0.20980000000000001,0.2356,0.2616,0.24070000000000003,-0.0,2,Bare Soil / Rocky,0.06382742,233,0.08599037186911325,0.04482757601469764,0.03820367238463399,0.034668242024749725,0.035627197010482343,0.036090366528138,0.04569832756815079,0.062102047226108535,0.015001683632910809,-18.04926509887887,-70.56540542920499,-0.1317721,-0.2196057,-0.22185895,-0.2722151,-0.26792306,-0.22411278,-0.21574874,-0.20261733,0.03460871826368408,0.058307372056316975,0.03854324094383173,0.03498299581206066,0.03125111935042124,0.03199185222347323,0.03259477182794179,0.04196302522706585,0.05244241262656246,0.008541926364417172,0.08581574,0.05954958,0.05547029,0.05113506,0.052903228,0.053462666,0.061739523,0.07465008,0.010350487617618476,0.034680683,0.008276857,1.40370751888366,-0.0076856166,0.0,0.0561418,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.56540542920499,-18.04926509887887]}"
00000000000000000428_0,0.08645,0.10355,0.1492,0.1884,0.2202,0.258,0.22710000000000002,247.06223,2,Bare Soil / Rocky,0.07785101,2016,0.07020979020979017,0.050864511964106525,0.05051450811230302,0.027479766610201392,0.03312266808802254,0.03880034099742754,0.06265134227769104,0.06829389926303542,0.013192301070650768,-17.789472318711503,-70.16897889432303,-0.2409586,-0.28071678,-0.28259274,-0.31263858,-0.29465044,-0.28905344,-0.27710697,-0.26235178,0.013224800420065826,0.06471600903227892,0.0456874764344923,0.04559909645262844,0.023861303131728295,0.02850842985326485,0.03319400255147453,0.056903203658815016,0.06334077384659609,0.012745098481221696,0.09090909,0.080772296,0.08091673,0.06266095,0.07298931,0.07636402,0.086129226,0.088391416,0.006300223900965739,0.028248146,0.009765208,1.2511410436932526,0.0077765062,18.380919,0.08562752,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.16897889432303,-17.789472318711503]}"
00000000000000000429_0,0.08895,0.10615000000000001,0.15545,0.21000000000000002,0.24895,0.28775000000000006,0.26985000000000003,260.97763,2,Bare Soil / Rocky,0.08043713,1011,0.06872944854724812,0.05556484138772084,0.0565621083097841,0.021227469089825698,0.04594205218504883,0.05166439797054822,0.0627660147621357,0.06484186785586137,0.008735108775458397,-17.691376289685653,-70.655686115259,-0.21030928,-0.29965755,-0.30510983,-0.3416459,-0.31951928,-0.3111069,-0.29081634,-0.2773569,0.02143787896240421,0.066127601437171,0.05297957115697054,0.05360898392500396,0.018856319868890803,0.04207835890191913,0.048764703213408755,0.059782640791457564,0.06314421433425033,0.009040278176100265,0.09531915,0.08354235,0.08428812,0.05263158,0.07550645,0.08008737,0.08962634,0.09255533,0.008196926853546707,0.042687573,0.009538971,1.5219024154199372,0.0077665523,11.664856,0.08820368,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.655686115259,-17.691376289685653]}"
0000000000000000042a_0,0.08610000000000001,0.1022,0.1405,0.1806,0.2167,0.2374,0.2209,244.42755,2,Bare Soil / Rocky,0.08746292,4896,0.06062647356012124,0.05776680005811971,0.05770547386952692,0.0529709811146937,0.05583146687441164,0.056465182500647186,0.06023504763151864,0.06041979534104003,0.002229583494661725,-16.85190065667596,-69.92993719721883,-0.22578269,-0.25271806,-0.2552324,-0.27279782,-0.2596401,-0.25818375,-0.24735145,-0.2466162,0.010942864231811606,0.054849526672107074,0.05175969388231927,0.05147888687548263,0.0474470257307662,0.04984964105850476,0.05017836560821187,0.05333065340641496,0.05415361405006236,0.0021082981128697715,0.11634163,0.093824826,0.09028961,0.08091603,0.08623693,0.08666501,0.10683477,0.10759266,0.01070238875375739,0.035425596,0.020169757,1.2796602021148498,0.022793435,8.531192,0.11025635,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.92993719721883,-16.85190065667596]}"
0000000000000000042b_0,0.1202,0.1421,0.20070000000000002,0.25420000000000004,0.2838,0.2998,0.2528,289.0631,2,Bare Soil / Rocky,0.05665602,444,0.0650516478111166,0.04198226725989758,0.04248923317050617,0.007413398032079774,0.03948841869511407,0.040610457554123215,0.044723222322232206,0.046722375924566684,0.009641570360989537,-18.14143224702953,-70.2792021796845,0.0,-0.18609275,-0.19709241,-0.22081044,-0.20365258,-0.20135431,-0.18797277,-0.17225696,0.04448966856506217,0.06581292007194728,0.03860531874716595,0.038498519738283665,0.00633611406352208,0.03590263230338364,0.0370630963237083,0.04090359660479692,0.042582830882790135,0.009733083681242188,0.085298866,0.054597426,0.054444443,0.011258956,0.051695388,0.053004928,0.05771365,0.059435364,0.01223004418633136,0.074039906,0.0047087222,4.0123732253526,-0.0065021478,11.213612,0.050153874,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.2792021796845,-18.14143224702953]}"
