system:index,B1,B2,B3,B4,B5,B6,B7,ampNdvi,baseMsavi,baseNdvi,class,latitude,longitude,maxMndwi,maxMsavi,maxNdvi,poly_id,slope,year_id,.geo
00000000000000000978_0,0.07200000000000001,0.0927,0.13570000000000002,0.1809,0.30710000000000004,0.3834,0.2797,0.51074517,-4.339343113057836E-6,-0.014543261,1,-15.935619066874047,-70.21694893049502,0.37705207,4.0499167303365E-5,0.4962019,00000000000000000978,13.734883,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.21694893049502,-15.935619066874047]}"
0000000000000000084c_0,0.039900000000000005,0.0553,0.0877,0.1126,0.1862,0.1836,0.16,0.4012723,-5.099090734761447E-6,-0.014507595,1,-17.172868707691865,-68.51266517346346,0.6832554,2.103964905131317E-5,0.3867647,0000000000000000084c,8.2891,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.51266517346346,-17.172868707691865]}"
000000000000000008ca_0,0.0167,0.0195,0.0347,0.0337,0.10980000000000001,0.0424,0.0261,0.7482646,1.799769053789646E-7,7.0088E-4,1,-15.821083868148808,-69.98114116841364,0.27975544,5.039885992030868E-5,0.7489655,000000000000000008ca,1.9272927,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.98114116841364,-15.821083868148808]}"
0000000000000000066d_0,0.029531818181818183,0.036959090909090914,0.06859333333333333,0.07930000000000001,0.35702,0.14630909090909092,0.07546,0.8615985,-1.0118317745555494E-5,-0.03138958,1,-17.252100115751205,-69.93559658350878,0.8885463,7.589887964754016E-5,0.8302089,0000000000000000066d,7.345203,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.93559658350878,-17.252100115751205]}"
000000000000000007f0_0,0.09730000000000001,0.11560000000000001,0.1736,0.23600000000000002,0.3126,0.3922,0.35660000000000003,0.5407199,-2.9595426928041846E-6,-0.009670674,1,-17.927723040937497,-67.14066824002772,0.7359143,2.4839010886013035E-5,0.53104925,000000000000000007f0,0.9747292,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.14066824002772,-17.927723040937497]}"
000000000000000006ad_0,0.061200000000000004,0.0801,0.13,0.16870000000000002,0.3361,0.3418,0.2245,0.7222967,8.758702649602768E-6,0.028721312,1,-14.778139823286043,-70.21182853337554,0.3501856,7.125866736795716E-5,0.75101805,000000000000000006ad,18.396494,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.21182853337554,-14.778139823286043]}"
00000000000000000721_0,0.07830000000000001,0.1003,0.1474,0.18580000000000002,0.32,0.35900000000000004,0.24630000000000002,0.6454356,-9.358511636192723E-6,-0.030318735,1,-15.97307881422183,-70.06064207105823,0.720051,7.511816547661754E-5,0.61511683,00000000000000000721,12.801101,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.06064207105823,-15.97307881422183]}"
000000000000000005e7_0,0.04862000000000001,0.07163333333333334,0.1029,0.13538,0.231,0.26580000000000004,0.18630000000000002,0.67577344,-7.298918891951445E-6,-0.02526476,1,-16.014580980348153,-69.88493160148445,0.7490732,4.3479492137454834E-5,0.6505087,000000000000000005e7,6.535262,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.88493160148445,-16.014580980348153]}"
0000000000000000069d_0,0.061000000000000006,0.07981111111111111,0.12308571428571431,0.1654,0.34482500000000005,0.3221,0.2185,0.77821827,-6.698861870990669E-6,-0.02011408,1,-15.875791268951687,-69.92346932717318,0.65843344,6.781926614579659E-5,0.7581042,0000000000000000069d,2.138986,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.92346932717318,-15.875791268951687]}"
000000000000000006c4_0,0.030600000000000002,0.0517,0.0829,0.1182,0.2374,0.23450000000000001,0.1738,0.9123762,-8.19872214785633E-7,-0.0026375041,1,-16.65543910403902,-68.58327275479526,0.5590458,3.4879240303653525E-5,0.9097387,000000000000000006c4,18.233294,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.58327275479526,-16.65543910403902]}"
000000000000000007cd_0,0.0412,0.0582,0.093,0.12010000000000001,0.18745,0.24605000000000002,0.1897,0.80823326,-1.5397032072650418E-6,-0.0040106256,1,-16.9130759275245,-68.51428214097488,0.39474142,2.881834232115743E-5,0.80422264,000000000000000007cd,11.583533,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.51428214097488,-16.9130759275245]}"
